YearlyIncome,MaritalStatus,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HouseOwner,CarsOwned,Age
40000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,33
40000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,33
60000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,33
60000,M,M,1,0,Graduate Degree,Skilled Manual,0,0,36
60000,S,M,1,0,Graduate Degree,Skilled Manual,1,0,30
60000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,30
70000,M,M,5,4,Graduate Degree,Professional,1,0,43
80000,M,M,5,4,Graduate Degree,Professional,1,0,49
40000,M,M,2,0,Bachelors,Professional,1,1,78
90000,M,F,1,0,Graduate Degree,Management,1,0,32
90000,M,M,1,0,Graduate Degree,Management,1,0,32
90000,S,F,1,0,Graduate Degree,Management,1,0,38
90000,M,M,1,0,Graduate Degree,Management,1,0,37
90000,M,M,2,0,Bachelors,Professional,1,0,37
100000,M,F,1,0,Graduate Degree,Management,1,0,37
60000,S,F,2,2,Bachelors,Professional,0,1,39
60000,S,F,2,2,Bachelors,Professional,1,1,38
60000,M,M,2,2,Bachelors,Professional,1,1,33
60000,S,M,2,2,Bachelors,Professional,0,1,38
60000,S,M,2,2,Bachelors,Professional,1,1,38
60000,S,F,2,2,Bachelors,Professional,1,1,39
60000,S,M,2,2,Bachelors,Professional,0,1,34
70000,M,F,5,5,Bachelors,Professional,1,3,40
70000,M,M,5,5,Bachelors,Professional,1,3,39
110000,S,M,1,0,Graduate Degree,Management,1,1,38
110000,M,M,1,0,Graduate Degree,Management,1,1,38
120000,M,M,1,0,Graduate Degree,Management,1,0,37
130000,M,M,1,0,Graduate Degree,Management,1,0,38
130000,M,M,1,0,Graduate Degree,Management,1,0,37
70000,S,F,5,5,Bachelors,Professional,1,4,40
80000,M,M,5,5,Graduate Degree,Management,0,3,40
80000,M,F,5,5,Graduate Degree,Management,0,3,40
80000,M,M,5,5,Graduate Degree,Management,1,3,40
60000,M,M,3,3,Bachelors,Professional,1,1,41
70000,M,M,0,0,Bachelors,Professional,0,1,38
70000,M,F,0,0,Bachelors,Professional,0,1,42
70000,S,F,0,0,Bachelors,Professional,0,1,42
60000,M,M,4,4,Bachelors,Professional,1,3,42
60000,M,F,5,5,Bachelors,Professional,1,4,43
60000,S,M,3,2,Bachelors,Professional,0,2,44
60000,S,M,3,2,Bachelors,Professional,1,2,38
60000,S,F,3,2,Bachelors,Professional,0,2,44
80000,M,F,5,5,Bachelors,Professional,1,4,28
90000,S,F,3,3,Bachelors,Professional,1,0,34
60000,S,F,1,0,Bachelors,Professional,1,1,45
60000,S,F,1,0,Partial College,Skilled Manual,1,1,45
100000,M,M,0,0,Bachelors,Professional,0,1,41
60000,S,M,1,0,Partial College,Skilled Manual,1,1,47
90000,M,M,1,0,Bachelors,Professional,1,1,48
90000,S,M,1,0,Bachelors,Professional,1,1,48
30000,M,M,2,0,Partial College,Clerical,0,2,75
70000,S,M,0,0,Bachelors,Professional,0,1,41
70000,S,F,0,0,Bachelors,Professional,0,1,32
70000,S,F,0,0,Bachelors,Professional,1,1,42
90000,S,F,1,0,Bachelors,Professional,1,1,42
100000,S,M,5,0,Bachelors,Professional,1,1,47
70000,S,F,0,0,Bachelors,Professional,0,2,38
60000,M,F,1,0,Partial College,Skilled Manual,1,1,40
80000,M,M,5,4,Bachelors,Professional,0,1,48
30000,M,M,2,0,Partial College,Clerical,0,2,71
70000,M,M,5,4,Partial College,Skilled Manual,1,3,47
70000,M,M,5,4,Partial College,Skilled Manual,0,3,46
70000,M,F,5,4,Partial College,Skilled Manual,1,3,46
70000,M,F,1,0,Partial College,Skilled Manual,1,1,44
70000,S,M,1,0,Partial College,Skilled Manual,0,1,44
70000,S,F,2,0,Partial College,Skilled Manual,0,1,51
10000,M,F,2,1,High School,Skilled Manual,1,2,52
30000,M,F,0,0,High School,Skilled Manual,1,2,30
30000,M,F,0,0,High School,Skilled Manual,1,2,31
30000,S,F,0,0,High School,Skilled Manual,1,2,31
40000,S,F,0,0,High School,Skilled Manual,1,1,32
40000,S,M,0,0,High School,Skilled Manual,1,1,26
40000,S,F,0,0,High School,Skilled Manual,0,2,31
40000,S,M,0,0,High School,Skilled Manual,1,2,30
40000,S,F,0,0,High School,Skilled Manual,0,2,31
40000,M,M,0,0,High School,Skilled Manual,1,2,30
30000,S,M,0,0,Partial High School,Clerical,0,2,28
30000,S,M,0,0,Partial High School,Clerical,0,2,29
30000,M,F,0,0,Partial High School,Clerical,0,2,29
30000,S,M,0,0,Partial High School,Clerical,1,2,28
40000,M,F,0,0,High School,Skilled Manual,1,2,29
40000,M,F,2,0,Bachelors,Management,0,2,58
40000,M,F,0,0,High School,Skilled Manual,1,2,29
40000,S,M,0,0,High School,Skilled Manual,0,2,29
30000,M,M,2,0,Partial College,Clerical,0,2,67
40000,M,M,2,0,Bachelors,Management,1,2,61
40000,M,M,2,0,Bachelors,Management,1,2,65
40000,M,F,2,0,Bachelors,Management,1,2,63
40000,S,M,0,0,Partial College,Skilled Manual,1,1,31
40000,S,M,0,0,Partial College,Skilled Manual,1,1,31
40000,M,F,0,0,Partial College,Skilled Manual,1,1,31
40000,M,F,0,0,Partial College,Skilled Manual,1,1,30
60000,S,M,0,0,Partial College,Skilled Manual,0,1,31
40000,M,F,0,0,High School,Skilled Manual,1,2,32
30000,S,M,0,0,Partial College,Skilled Manual,1,1,31
30000,S,M,0,0,Partial College,Skilled Manual,1,1,32
30000,M,M,0,0,Partial College,Skilled Manual,1,1,32
30000,M,M,0,0,Partial College,Skilled Manual,1,1,33
60000,S,M,0,0,Partial College,Skilled Manual,1,1,34
80000,S,M,0,0,Bachelors,Management,0,1,35
80000,M,M,0,0,Bachelors,Management,1,1,35
80000,S,M,0,0,Bachelors,Management,0,1,39
90000,M,F,4,4,Bachelors,Management,1,1,39
110000,S,F,0,1,Graduate Degree,Management,0,2,39
120000,S,M,0,1,Bachelors,Management,0,4,39
80000,M,F,4,3,Bachelors,Management,1,0,44
90000,S,F,4,4,Bachelors,Management,1,1,39
110000,S,M,1,1,Graduate Degree,Management,0,2,33
40000,M,F,0,0,High School,Skilled Manual,1,2,27
40000,S,F,0,0,High School,Skilled Manual,1,2,27
40000,M,F,0,0,High School,Skilled Manual,1,2,27
20000,M,M,4,0,High School,Skilled Manual,0,2,63
60000,S,M,0,0,Partial College,Skilled Manual,1,1,28
40000,S,M,0,0,Partial High School,Clerical,0,2,28
10000,M,M,2,1,High School,Skilled Manual,1,2,59
40000,S,M,0,0,Partial College,Skilled Manual,0,1,29
60000,M,F,0,0,Partial College,Skilled Manual,1,2,29
60000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,35
60000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,30
60000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,36
60000,M,M,1,1,Graduate Degree,Skilled Manual,1,0,30
60000,M,M,1,1,Graduate Degree,Skilled Manual,1,0,35
60000,M,M,1,1,Graduate Degree,Skilled Manual,1,0,30
50000,M,F,1,1,Bachelors,Skilled Manual,1,0,35
50000,M,F,1,1,Bachelors,Skilled Manual,1,0,34
130000,S,M,2,2,Graduate Degree,Management,0,2,42
70000,S,F,3,2,Partial College,Professional,1,1,51
80000,M,M,2,1,Partial College,Professional,1,1,51
60000,M,M,2,0,Graduate Degree,Management,1,2,73
80000,M,M,4,3,Partial College,Professional,1,2,44
80000,S,M,4,3,Partial College,Professional,1,2,33
90000,S,F,0,0,Partial College,Professional,1,1,44
90000,S,M,0,0,Partial College,Professional,0,1,32
90000,M,F,0,0,Partial College,Professional,0,1,44
90000,S,F,0,0,Partial College,Professional,1,1,44
90000,S,F,0,0,Partial College,Professional,0,2,27
130000,M,M,3,2,Bachelors,Management,1,3,44
150000,M,F,3,1,Bachelors,Management,1,2,38
160000,M,F,1,1,Bachelors,Management,1,4,38
80000,S,M,5,4,Partial College,Professional,1,2,44
90000,M,M,5,4,Partial College,Professional,1,3,45
110000,S,M,1,3,Bachelors,Management,0,1,45
120000,M,M,1,3,High School,Professional,1,4,44
130000,M,M,1,2,Bachelors,Management,1,4,39
70000,M,F,5,4,Partial College,Professional,0,3,40
80000,S,F,5,4,Partial College,Professional,1,3,40
80000,M,F,5,4,Partial College,Professional,1,3,46
90000,S,M,4,3,Partial College,Professional,1,0,46
110000,M,F,1,3,Bachelors,Management,1,3,45
110000,S,M,1,3,Bachelors,Management,1,3,45
130000,M,M,1,3,Bachelors,Management,0,3,45
60000,M,F,2,0,High School,Professional,0,2,52
60000,M,F,2,0,High School,Professional,0,2,51
60000,S,F,2,0,High School,Professional,1,2,52
60000,S,F,2,0,High School,Professional,1,2,52
70000,M,F,4,3,High School,Professional,1,0,51
80000,M,F,3,2,Partial College,Professional,1,1,46
80000,M,M,3,2,Partial College,Professional,1,1,46
80000,M,F,3,2,Partial College,Professional,0,1,51
40000,M,F,3,0,Partial College,Professional,0,2,70
40000,S,M,3,0,Partial College,Professional,1,2,70
50000,M,M,2,0,Graduate Degree,Management,0,2,71
50000,S,M,2,0,Graduate Degree,Management,1,2,65
60000,M,F,2,0,Graduate Degree,Management,1,2,71
60000,S,M,2,0,Graduate Degree,Management,1,2,71
60000,M,F,2,0,Graduate Degree,Management,1,2,65
70000,M,M,4,0,Graduate Degree,Management,1,2,71
100000,S,F,3,2,Partial College,Professional,1,4,47
130000,M,M,4,3,Bachelors,Management,1,3,46
80000,M,M,2,0,Partial High School,Skilled Manual,0,2,52
80000,M,F,3,0,Partial High School,Skilled Manual,1,2,47
80000,M,F,3,0,Partial High School,Skilled Manual,1,2,52
60000,M,M,2,0,Partial High School,Skilled Manual,0,2,47
60000,S,M,2,0,Partial High School,Skilled Manual,1,2,53
60000,M,M,2,0,Partial High School,Skilled Manual,0,2,53
60000,M,M,2,0,Partial High School,Skilled Manual,1,2,52
60000,S,M,2,0,Partial High School,Skilled Manual,1,2,53
60000,M,F,2,0,Partial High School,Skilled Manual,1,2,52
70000,M,F,3,1,High School,Professional,0,0,47
70000,M,F,3,1,High School,Professional,1,0,53
70000,M,M,3,1,High School,Professional,1,0,52
70000,S,M,3,1,High School,Professional,1,0,52
70000,M,M,3,1,High School,Professional,0,0,47
60000,M,F,3,0,Graduate Degree,Management,1,2,54
60000,M,M,3,0,Graduate Degree,Management,0,2,54
40000,M,M,3,0,Partial College,Professional,0,2,54
40000,S,M,3,0,Partial College,Professional,1,2,55
40000,M,F,3,0,Partial College,Professional,0,2,54
40000,M,F,3,0,Partial College,Professional,0,2,54
60000,M,M,3,0,Graduate Degree,Management,1,2,69
60000,M,M,3,0,Graduate Degree,Management,1,2,69
60000,S,M,3,0,Graduate Degree,Management,1,2,67
60000,M,F,3,0,Graduate Degree,Management,1,2,68
60000,M,M,3,0,Graduate Degree,Management,1,2,68
70000,M,M,5,0,Graduate Degree,Management,1,2,67
80000,M,M,4,0,Graduate Degree,Management,1,2,61
80000,M,F,4,0,Bachelors,Management,1,2,61
50000,M,M,4,0,Bachelors,Management,1,2,54
60000,M,M,3,0,Graduate Degree,Management,0,2,66
70000,M,F,5,0,Graduate Degree,Management,1,2,66
70000,M,M,5,0,Graduate Degree,Management,0,2,65
40000,S,M,0,0,Partial High School,Clerical,0,2,30
40000,S,M,0,0,Partial High School,Clerical,1,2,30
20000,S,F,4,0,High School,Skilled Manual,1,2,59
40000,S,M,0,0,Partial High School,Clerical,0,2,29
40000,S,F,0,0,Partial High School,Clerical,1,2,30
40000,S,M,0,0,Partial College,Skilled Manual,1,1,29
40000,S,F,0,0,Partial College,Skilled Manual,0,1,30
40000,M,F,0,0,Partial College,Skilled Manual,1,2,30
40000,M,F,0,0,Partial College,Skilled Manual,1,2,29
60000,S,M,0,0,Partial College,Skilled Manual,1,2,29
60000,S,M,0,0,Partial College,Skilled Manual,0,2,30
70000,S,M,0,0,Partial College,Skilled Manual,1,2,29
10000,M,M,2,1,Partial High School,Clerical,1,2,52
20000,M,M,2,1,Partial High School,Clerical,0,2,58
20000,M,M,2,1,Partial High School,Clerical,1,2,57
20000,S,F,2,1,Partial High School,Clerical,1,2,51
30000,M,M,3,0,Partial College,Clerical,0,2,57
30000,M,M,3,0,Partial College,Clerical,0,2,56
20000,S,M,2,1,Partial High School,Clerical,1,2,50
30000,M,M,3,0,High School,Skilled Manual,0,2,50
30000,S,M,3,0,High School,Skilled Manual,1,2,55
30000,S,F,0,0,Partial College,Skilled Manual,0,2,26
70000,S,M,0,0,Partial College,Skilled Manual,0,2,27
30000,S,F,3,0,High School,Skilled Manual,1,2,55
30000,M,F,3,0,High School,Skilled Manual,1,2,55
80000,S,F,2,0,Partial College,Skilled Manual,0,2,52
80000,S,F,2,0,Partial College,Skilled Manual,1,2,52
30000,S,M,0,0,Partial College,Skilled Manual,1,2,31
30000,S,M,0,0,High School,Skilled Manual,0,2,32
40000,M,M,0,0,High School,Skilled Manual,1,2,31
40000,M,M,0,0,High School,Skilled Manual,1,2,31
40000,S,F,0,0,High School,Skilled Manual,0,2,31
40000,M,F,0,0,High School,Skilled Manual,1,2,32
30000,S,M,0,0,High School,Skilled Manual,0,2,33
30000,M,M,0,0,High School,Skilled Manual,0,2,33
60000,M,F,0,0,Partial College,Skilled Manual,1,2,33
60000,S,M,0,0,Partial College,Skilled Manual,0,2,33
60000,S,M,0,0,Partial College,Skilled Manual,0,2,34
60000,S,F,0,0,Partial College,Skilled Manual,0,2,34
70000,S,F,0,0,Partial College,Professional,0,2,33
70000,M,F,0,0,Partial College,Professional,0,2,33
70000,S,F,0,0,Partial College,Professional,1,2,33
60000,M,F,0,0,Partial College,Professional,0,2,31
60000,M,M,0,0,Partial College,Professional,0,2,31
60000,S,F,0,0,Partial College,Professional,0,2,31
80000,M,F,2,0,High School,Skilled Manual,1,2,41
80000,S,M,2,0,High School,Skilled Manual,1,2,52
80000,S,F,2,0,High School,Skilled Manual,0,2,51
70000,M,F,2,0,High School,Skilled Manual,1,2,50
100000,M,M,1,1,Bachelors,Management,1,3,43
30000,S,F,0,0,Partial High School,Skilled Manual,1,2,27
60000,S,M,0,0,Partial College,Professional,1,2,33
130000,M,F,0,1,Graduate Degree,Management,1,3,41
160000,S,F,0,0,Graduate Degree,Management,0,3,41
70000,S,M,2,0,Partial High School,Skilled Manual,1,2,50
70000,M,M,2,0,Partial High School,Skilled Manual,1,2,50
70000,S,M,2,0,Partial High School,Skilled Manual,1,2,50
70000,M,M,2,0,Partial High School,Skilled Manual,1,2,49
70000,M,M,3,2,Partial College,Professional,0,0,50
70000,M,M,3,2,Partial College,Professional,1,0,50
70000,S,F,3,2,Partial College,Professional,1,0,49
60000,S,M,2,0,High School,Professional,1,2,51
60000,M,M,2,0,High School,Professional,0,2,51
60000,M,M,2,0,High School,Professional,0,2,45
70000,S,M,3,0,Partial College,Professional,1,2,51
70000,M,F,3,0,Partial College,Professional,0,2,45
70000,S,M,3,0,Graduate Degree,Management,1,2,75
90000,S,F,4,4,Partial College,Professional,1,3,42
90000,S,M,4,4,Partial College,Professional,1,3,41
100000,M,F,4,1,Bachelors,Management,1,4,41
110000,S,F,2,2,Bachelors,Management,1,3,36
120000,S,M,3,2,Bachelors,Management,0,4,42
40000,S,M,3,2,High School,Skilled Manual,1,2,45
70000,S,F,1,0,Bachelors,Professional,0,1,45
70000,S,F,1,0,Bachelors,Professional,1,1,45
70000,S,F,1,0,Bachelors,Professional,1,1,44
70000,S,M,1,0,Bachelors,Professional,0,1,45
70000,S,M,1,0,Bachelors,Professional,0,1,44
70000,S,M,1,0,Bachelors,Professional,1,1,44
70000,M,M,1,0,Partial College,Skilled Manual,1,1,44
70000,M,F,1,0,Partial College,Skilled Manual,1,1,45
40000,S,M,4,3,High School,Skilled Manual,1,2,46
40000,M,M,4,3,High School,Skilled Manual,1,3,40
50000,M,F,4,0,Bachelors,Management,1,2,64
60000,M,M,3,0,Graduate Degree,Management,1,2,64
60000,M,M,3,0,Graduate Degree,Management,1,2,59
60000,M,F,3,0,Graduate Degree,Management,1,2,64
60000,M,M,3,0,Graduate Degree,Management,1,2,63
70000,M,M,5,0,Bachelors,Management,1,2,64
70000,M,M,5,0,Bachelors,Management,1,2,64
70000,M,F,5,0,Bachelors,Management,1,2,64
80000,M,M,5,0,Bachelors,Management,1,2,64
30000,M,M,5,0,Partial High School,Clerical,0,2,57
40000,S,M,4,0,High School,Professional,1,2,63
40000,M,M,4,0,High School,Professional,0,2,62
40000,M,M,4,0,High School,Professional,0,2,57
40000,M,M,4,0,High School,Professional,0,2,63
40000,M,F,4,0,High School,Professional,0,2,62
70000,M,F,4,0,Bachelors,Management,1,2,63
40000,S,M,4,0,High School,Professional,1,2,62
40000,M,F,5,0,High School,Professional,0,2,56
70000,S,F,4,0,Bachelors,Management,1,2,50
70000,M,F,4,0,Bachelors,Management,1,2,62
70000,S,M,4,0,Bachelors,Management,1,2,61
70000,M,M,5,0,Bachelors,Management,1,2,62
70000,S,F,5,0,Bachelors,Management,0,2,62
70000,M,F,5,0,Bachelors,Management,1,2,56
70000,M,F,5,0,Bachelors,Management,1,4,61
70000,M,M,5,0,Bachelors,Management,1,4,61
60000,M,M,4,0,Bachelors,Management,1,2,60
60000,M,M,4,0,Bachelors,Management,1,2,60
70000,M,M,2,1,Partial College,Professional,1,1,54
70000,S,F,2,1,Partial College,Professional,1,1,60
70000,M,F,2,1,Partial College,Professional,1,1,59
70000,M,M,2,1,Partial College,Professional,1,1,60
60000,M,M,5,0,Bachelors,Management,1,3,59
60000,M,F,5,0,Bachelors,Management,0,3,60
40000,M,F,2,1,High School,Professional,1,2,53
40000,M,M,2,1,High School,Professional,0,2,59
60000,M,F,2,1,Partial College,Professional,1,1,58
60000,M,M,2,1,Bachelors,Management,0,0,47
60000,M,M,2,1,Bachelors,Management,1,0,53
60000,S,F,2,1,Partial College,Professional,1,2,58
60000,M,F,2,1,Partial College,Professional,1,2,57
60000,M,F,2,1,Partial College,Professional,1,2,51
60000,S,F,2,1,High School,Professional,0,2,57
60000,M,F,2,1,Partial College,Professional,1,1,51
60000,M,F,2,1,Partial College,Professional,1,1,57
70000,M,F,4,2,Partial College,Professional,1,1,56
80000,M,M,3,1,Bachelors,Management,1,1,57
80000,S,F,3,1,Bachelors,Management,1,2,56
60000,M,M,2,1,High School,Professional,1,2,55
60000,M,M,2,1,High School,Professional,1,2,50
60000,M,F,2,1,Partial College,Professional,1,2,55
60000,M,F,2,1,Partial College,Professional,1,2,55
60000,M,F,2,1,Partial College,Professional,1,2,50
70000,M,M,4,2,Partial College,Professional,1,1,50
70000,S,M,2,1,Partial High School,Skilled Manual,1,2,49
70000,S,F,2,1,Partial High School,Skilled Manual,0,2,49
70000,M,F,2,1,Partial High School,Skilled Manual,1,2,43
70000,M,F,2,1,Partial High School,Skilled Manual,1,3,54
70000,S,M,2,1,Partial High School,Skilled Manual,1,3,54
60000,S,M,2,1,Partial College,Professional,1,2,54
60000,S,M,2,1,High School,Professional,1,2,54
100000,S,F,2,3,Partial College,Professional,1,4,49
110000,M,M,2,4,Partial College,Professional,1,3,44
120000,M,F,2,4,High School,Professional,1,4,49
130000,M,M,2,4,Partial College,Professional,0,2,39
150000,M,F,2,4,High School,Professional,1,2,49
150000,S,F,2,4,High School,Professional,0,2,50
110000,S,M,2,4,Partial College,Professional,1,4,50
120000,S,F,3,4,High School,Professional,1,4,50
120000,M,M,3,4,High School,Professional,1,4,50
130000,M,M,3,4,Partial College,Professional,1,3,52
160000,M,M,3,4,High School,Professional,1,3,51
80000,S,M,3,2,Partial College,Professional,1,1,52
80000,M,M,5,0,Bachelors,Management,0,2,63
110000,M,M,3,4,Bachelors,Management,1,4,62
70000,S,F,5,1,High School,Professional,1,2,62
80000,M,M,5,0,Partial College,Professional,0,2,56
100000,M,F,2,3,Graduate Degree,Management,0,4,62
130000,M,M,4,4,Bachelors,Management,1,4,62
90000,S,M,5,0,Partial College,Professional,1,2,60
110000,M,F,3,4,Bachelors,Management,1,4,61
130000,M,F,4,4,Partial College,Professional,1,4,61
130000,M,M,4,4,Partial College,Professional,0,4,60
170000,M,M,4,4,Bachelors,Management,1,4,60
90000,M,M,3,2,Partial College,Professional,0,1,48
90000,S,F,4,2,High School,Professional,1,1,53
90000,M,F,4,2,High School,Professional,1,2,53
130000,S,M,3,4,Partial College,Professional,0,4,52
150000,S,M,3,4,High School,Professional,0,4,53
160000,M,M,3,4,High School,Professional,1,4,53
100000,M,F,3,4,Bachelors,Management,1,4,53
120000,M,F,3,5,Bachelors,Management,0,2,48
130000,M,M,4,5,Partial College,Professional,1,2,54
130000,M,M,5,5,Partial College,Professional,1,2,54
160000,M,F,3,4,Bachelors,Management,1,4,54
80000,S,F,4,1,Partial College,Professional,1,2,55
80000,M,F,4,1,Partial College,Professional,1,2,54
80000,M,F,4,1,High School,Professional,1,2,54
90000,M,F,4,1,High School,Professional,1,2,54
110000,M,F,4,5,Partial College,Professional,0,2,55
130000,M,M,4,5,Partial College,Professional,0,3,55
90000,M,F,4,1,High School,Professional,1,3,56
120000,M,F,4,5,Partial College,Professional,0,3,56
90000,M,M,4,1,High School,Management,1,3,51
130000,M,M,4,5,High School,Management,1,3,56
130000,M,M,4,5,High School,Management,0,3,57
150000,M,F,4,5,Partial College,Management,1,4,52
170000,M,M,0,5,High School,Management,0,4,57
70000,M,F,5,1,Partial High School,Skilled Manual,1,4,59
80000,M,M,5,1,High School,Management,1,4,59
90000,M,F,4,1,High School,Management,1,3,59
110000,M,M,4,5,High School,Management,1,3,58
80000,S,F,5,0,Partial High School,Skilled Manual,1,2,60
80000,M,M,5,1,Partial High School,Skilled Manual,1,4,59
90000,S,M,5,0,Partial High School,Skilled Manual,1,2,59
100000,M,F,4,5,Partial High School,Professional,0,1,59
120000,M,M,5,5,Partial High School,Professional,1,4,59
70000,S,M,0,0,Bachelors,Professional,0,2,32
70000,S,F,0,0,Bachelors,Professional,0,2,30
70000,M,F,0,0,Bachelors,Professional,1,3,30
70000,S,M,0,0,Bachelors,Professional,0,3,31
80000,M,F,0,0,Bachelors,Professional,1,2,31
70000,S,M,0,0,Bachelors,Professional,1,4,32
90000,S,F,0,0,Bachelors,Professional,0,2,31
80000,S,M,0,0,Bachelors,Professional,0,3,33
80000,S,M,0,0,Bachelors,Professional,0,3,34
80000,S,M,0,0,Bachelors,Professional,0,3,33
100000,S,F,0,5,High School,Management,1,2,32
90000,S,M,0,0,Bachelors,Professional,0,3,34
100000,S,F,0,5,High School,Management,1,2,33
100000,S,M,0,5,High School,Management,1,3,34
80000,S,F,0,0,Bachelors,Professional,1,4,35
110000,M,M,0,5,Partial College,Management,1,3,34
120000,M,F,0,5,Partial High School,Professional,1,4,34
100000,M,M,0,5,High School,Management,1,3,30
90000,S,F,0,0,Bachelors,Professional,0,4,31
100000,S,F,0,5,High School,Management,1,4,37
150000,M,M,0,5,Partial High School,Professional,0,4,36
100000,M,F,0,5,Partial High School,Professional,1,4,30
150000,S,F,0,5,Bachelors,Management,1,4,36
160000,M,M,4,5,Partial High School,Management,0,4,30
80000,M,M,4,3,Partial College,Professional,1,2,37
60000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,29
60000,M,F,1,0,Graduate Degree,Professional,1,0,35
70000,M,M,1,0,Graduate Degree,Professional,1,0,34
70000,M,F,2,0,Graduate Degree,Professional,1,0,35
50000,M,F,1,1,Bachelors,Skilled Manual,1,0,36
50000,M,M,1,1,Bachelors,Skilled Manual,1,0,36
50000,M,F,1,1,Bachelors,Skilled Manual,1,1,37
50000,M,F,1,1,Bachelors,Skilled Manual,1,1,37
60000,S,M,1,0,Graduate Degree,Professional,1,0,32
60000,S,F,1,0,Graduate Degree,Professional,1,0,26
60000,M,M,1,0,Graduate Degree,Professional,1,0,35
60000,M,M,1,0,Graduate Degree,Professional,1,0,30
60000,M,M,1,0,Graduate Degree,Professional,1,0,35
70000,M,F,3,0,Graduate Degree,Professional,1,0,35
70000,S,F,3,0,Graduate Degree,Professional,1,0,35
60000,M,F,1,0,Graduate Degree,Professional,1,0,32
60000,M,M,1,0,Graduate Degree,Professional,1,0,37
40000,S,M,0,0,Bachelors,Professional,0,1,39
60000,M,M,2,0,Graduate Degree,Professional,1,0,31
70000,S,F,4,0,Graduate Degree,Professional,1,0,36
70000,M,F,4,0,Graduate Degree,Professional,1,0,31
70000,M,M,4,0,Graduate Degree,Professional,1,0,36
80000,M,F,2,0,Graduate Degree,Professional,1,0,31
40000,S,M,0,0,Bachelors,Professional,0,1,34
50000,S,M,2,2,Bachelors,Skilled Manual,0,1,40
50000,S,M,2,2,Bachelors,Skilled Manual,1,1,34
50000,S,F,2,2,Bachelors,Skilled Manual,0,1,40
60000,M,M,0,0,Graduate Degree,Professional,1,0,35
60000,M,M,0,0,Graduate Degree,Professional,1,0,41
60000,S,M,0,0,Graduate Degree,Professional,1,0,35
60000,M,M,0,0,Graduate Degree,Professional,1,0,40
60000,M,M,0,0,Graduate Degree,Professional,1,0,29
70000,S,F,0,0,Graduate Degree,Professional,1,0,40
70000,S,M,4,0,Graduate Degree,Professional,1,0,41
70000,M,M,4,0,Graduate Degree,Professional,1,0,40
80000,S,F,3,3,Bachelors,Skilled Manual,1,2,41
80000,S,M,3,3,Bachelors,Skilled Manual,1,3,36
80000,M,F,3,3,Bachelors,Skilled Manual,1,3,42
60000,S,F,0,0,Graduate Degree,Professional,0,1,36
40000,M,M,0,0,Bachelors,Professional,0,1,37
40000,S,M,0,0,Bachelors,Professional,0,1,37
40000,S,M,0,0,Bachelors,Professional,0,1,32
60000,M,F,4,4,Bachelors,Skilled Manual,1,2,26
60000,S,M,4,4,Bachelors,Skilled Manual,1,2,42
60000,M,M,4,4,Bachelors,Skilled Manual,1,3,43
60000,M,M,4,4,Bachelors,Skilled Manual,1,3,37
60000,M,F,4,4,Bachelors,Skilled Manual,1,3,32
60000,M,F,5,5,Bachelors,Skilled Manual,1,3,42
60000,S,F,4,2,Bachelors,Skilled Manual,0,2,43
60000,S,M,4,2,Bachelors,Skilled Manual,0,2,42
60000,S,F,4,2,Bachelors,Skilled Manual,0,2,37
60000,M,M,4,2,Bachelors,Skilled Manual,1,2,43
40000,S,F,0,0,Bachelors,Professional,0,1,44
70000,S,M,4,2,Bachelors,Skilled Manual,0,2,43
70000,M,M,4,2,Bachelors,Professional,1,2,43
70000,M,F,4,2,Bachelors,Professional,1,2,33
70000,S,F,0,0,Bachelors,Professional,0,1,39
70000,S,F,0,0,Bachelors,Professional,0,1,38
70000,S,F,0,0,Bachelors,Professional,0,1,33
60000,S,F,2,2,Graduate Degree,Professional,0,0,33
70000,S,M,0,0,Bachelors,Professional,0,1,43
60000,S,F,3,2,Graduate Degree,Professional,0,0,43
60000,S,M,3,2,Graduate Degree,Professional,0,0,43
60000,M,F,3,2,Graduate Degree,Professional,1,0,43
40000,M,M,1,1,Bachelors,Skilled Manual,1,0,27
40000,M,F,1,1,Bachelors,Skilled Manual,1,0,33
30000,S,F,0,0,High School,Manual,0,1,33
10000,S,M,0,0,Partial High School,Manual,0,2,35
20000,S,F,0,0,Partial High School,Manual,1,2,35
40000,M,F,1,1,Bachelors,Skilled Manual,1,1,33
20000,S,F,0,0,Partial High School,Manual,0,2,34
20000,S,F,0,0,Partial High School,Manual,0,2,35
20000,S,F,0,0,Partial High School,Manual,0,2,35
30000,S,M,0,0,High School,Manual,0,1,34
30000,S,M,0,0,High School,Manual,0,1,29
10000,S,M,0,0,Partial High School,Manual,1,2,36
10000,S,F,0,0,Partial High School,Manual,0,2,30
10000,S,F,0,0,Partial High School,Manual,0,2,35
20000,M,M,0,0,Partial High School,Manual,0,2,30
20000,S,M,0,0,Partial High School,Manual,1,2,36
30000,S,M,0,0,High School,Manual,0,1,36
